proteinA_entrezid,proteinB_entrezid,databases
351,5682,innatedb
351,55700,bioplex|HINT-complex
3479,3488,interactome3d|instruct|APID|HINT-binary|intact|litbm17|inweb
2569,4904,signalink
207,1455,KinomeNetX
6616,6845,inweb
815,9700,PhosphoSP|KinomeNetX
1501,7099,signalink
9572,23633,signalink
2972,84062,instruct|APID|biogrid|HIPPIE|intact|pina
351,1509,inweb|HIPPIE
815,23201,hiunion
207,9411,pina
9572,9975,instruct|APID|HIPPIE|pina|bioplex
22941,63978,signalink
6869,7871,bioplex
5027,79666,intact|hiunion
8863,340371,KinomeNetX
818,2904,inweb|HIPPIE
207,602,PhosphoSP
351,3514,interactome3d
3613,3613,interactome3d|instruct|hiunion|APID|biogrid|HINT-binary|intact
3981,4535,APID|biogrid
207,27246,inweb
288,91624,bioplex
351,51372,innatedb|HINT-complex
207,5364,inweb
3992,6869,bioplex
157,28964,inweb
2596,5580,signalink|inweb
207,11116,KinomeNetX
815,11030,hiunion
7099,8778,APID|intact
4697,4729,inweb
351,9191,innatedb|HIPPIE|HINT-complex
3672,81562,bioplex
421,7099,signalink
1874,3084,signalink
472,8863,inweb
478,10446,bioplex
351,55361,APID|biogrid|instruct
81562,83483,bioplex|HIPPIE
351,84557,innatedb
815,4988,PhosphoSP|KinomeNetX
4609,7054,pina
1501,9572,signalink
351,26070,HIPPIE
10611,386675,instruct|hiunion|APID|biogrid|HINT-binary|intact
5590,7099,signalink
406,5914,pina
351,1386,innatedb
351,2161,HIPPIE
823,2904,APID|intact|HIPPIE|inweb
7325,9572,signalink
3872,9572,signalink
351,11076,HINT-complex
367,2596,signalink
351,642,instruct|APID|HIPPIE|HINT-binary|intact|litbm17|inweb|HINT-complex
351,8416,innatedb
207,9063,instruct|APID|biogrid|HIPPIE|HINT-binary|intact|litbm17|inweb|pina
4830,6095,pina|innatedb|inweb|HIPPIE
84062,84231,bioplex|HIPPIE
6714,22941,APID|intact|instruct
351,65003,innatedb
815,1956,HIPPIE
5686,7466,inweb
351,27296,HIPPIE|HINT-complex
351,2353,APID|intact|litbm17
6671,7316,inweb
4284,6570,hiunion
6453,6616,instruct|APID|biogrid|HIPPIE|HINT-binary|litbm17|inweb|HINT-complex
1463,5764,HIPPIE
3479,6927,signalink
207,9181,inweb
6570,134391,hiunion
351,51202,innatedb
351,4537,APID|litbm17|inweb
7099,54210,innatedb
6616,8676,instruct|hiunion|APID|biogrid|HIPPIE|HINT-binary|intact|pina
1176,84062,bioplex|HIPPIE
5499,84152,inweb|HIPPIE
10611,25942,CoFrac
2556,79971,bioplex
207,5140,signalink
3697,5309,innatedb
3630,94121,HIPPIE
55845,84062,instruct|hiunion|APID|biogrid|HIPPIE|HINT-binary|intact|bioplex
815,89944,intact|hiunion
6885,7054,bioplex
4729,5878,qubic
207,5879,PhosphoSP|KinomeNetX
4535,4696,interactome3d
351,10120,innatedb
207,89870,APID|litbm17|biogrid
10458,22941,HIPPIE|hiunion
3576,23476,innatedb
6671,7290,bioplex
781,81562,bioplex
2571,83897,biogrid|hiunion
10611,55364,qubic
351,991,innatedb|HIPPIE|HINT-complex
2558,2562,interactome3d|instruct
207,23022,PhosphoSP|KinomeNetX
551,4297,inweb
291,581,APID|biogrid|HIPPIE|litbm17|inweb
351,84851,innatedb
351,55388,bioplex|HIPPIE|HINT-complex
351,4047,intact
3841,7099,signalink
288,80146,bioplex
351,84681,innatedb
351,84305,innatedb
207,6895,PhosphoSP
6570,503497,hiunion
207,7316,inweb
3479,3691,pina
815,337963,intact|hiunion
351,57606,innatedb
3479,4856,inweb
1129,9709,mint|intact
2624,22941,signalink
4729,11186,bioplex|HIPPIE
351,10128,intact
351,79884,innatedb
207,6502,HINT-binary|inweb|HIPPIE|HINT-complex
551,1746,APID|intact|biogrid|instruct
351,27129,innatedb
351,6780,innatedb|intact|HIPPIE
351,51631,innatedb
207,695,PhosphoSP
2904,6714,signalink
2066,7020,inweb
207,5058,instruct|innatedb|APID|signalink|HIPPIE|intact|litbm17|inweb|HINT-complex
6570,28978,hiunion
2596,81669,bioplex|HIPPIE
207,4893,mint|APID|intact
207,8463,biogrid
207,7132,biogrid
4160,5443,inweb|HIPPIE|HINT-complex
351,106821730,innatedb
351,5700,innatedb
5187,8863,inweb|HIPPIE
7368,81562,bioplex
351,65110,HIPPIE|HINT-complex
351,84320,innatedb
351,107080638,innatedb
2898,5532,inweb
351,1410,instruct|innatedb|APID|biogrid|HIPPIE|HINT-binary|litbm17|inweb|HINT-complex
351,6653,instruct|HIPPIE|HINT-binary|intact|inweb|HINT-complex
815,1739,inweb
2890,2898,inweb|HIPPIE
4535,54539,bioplex
478,64231,intact
351,1457,innatedb
351,983,PhosphoSP
6570,81853,hiunion
2066,5494,mint|APID|intact|biogrid
3084,10664,encode
2904,9179,pina|APID
2959,5428,encode
5027,11077,intact|hiunion
815,8557,PhosphoSP
351,29995,innatedb
207,6620,instruct|APID|biogrid|HINT-binary|intact|mint
351,118813,innatedb
207,9891,innatedb|PhosphoSP|KinomeNetX
207,55300,instruct|APID|signalink|biogrid|intact|pina
351,79039,HIPPIE|HINT-complex
3084,6721,bioplex|HIPPIE
351,2035,pina|APID
207,6188,PhosphoSP|KinomeNetX
351,4217,innatedb|APID|HIPPIE|intact|litbm17|inweb
207,9902,instruct|APID|biogrid|HINT-binary|intact|mint
7791,10611,instruct|hiunion|APID|biogrid|HINT-binary|intact
6570,219854,hiunion
7466,57154,APID|biogrid|litbm17|inweb|pina
351,80724,innatedb
971,3084,hiunion
3630,79637,signalink
1814,5978,encode|signalink
1129,2624,signalink
207,79753,KinomeNetX
351,85417,innatedb
207,5139,inweb
351,6812,innatedb|inweb|HIPPIE
7099,51135,HINT-binary|innatedb|inweb|HIPPIE
1147,3576,innatedb
6570,159371,hiunion
207,8498,PhosphoSP|KinomeNetX
27348,81562,bioplex
6570,54842,hiunion
351,64965,intact
4710,4729,CoFrac
2904,142678,inweb
33,351,bioplex
207,7097,mint|APID|intact
207,5979,PhosphoSP|KinomeNetX
2066,63978,signalink
351,5980,intact
351,689,innatedb|HINT-complex
351,5354,intact
351,1153,HINT-complex
207,4904,PhosphoSP|innatedb|HIPPIE|KinomeNetX|HINT-binary|inweb|HINT-complex
351,51693,innatedb
10197,84062,instruct|APID|biogrid|HIPPIE|intact|pina
207,23530,KinomeNetX
1621,7020,signalink
207,79979,APID|biogrid
857,6869,bioplex
291,4792,APID|inweb
348,351,HINT-binary|inweb|HIPPIE
2066,10155,inweb
1129,9737,pina
23345,81565,instruct|APID|biogrid|intact|pina
1445,81562,qubic
1994,3576,HINT-binary|innatedb
6616,9522,inweb
351,9113,innatedb
1129,51754,mint|intact
351,51427,bioplex
351,51593,innatedb
3479,3483,inweb
6570,94101,hiunion
325,4153,innatedb
207,3690,PhosphoSP|signalink|KinomeNetX
2569,2624,signalink
207,6733,PhosphoSP|KinomeNetX
3084,55353,hiunion
3630,6908,signalink
207,5208,PhosphoSP|KinomeNetX
79770,81562,bioplex
207,2960,KinomeNetX
351,57528,intact
23774,57473,instruct|APID|biogrid|mint|intact|pina
351,5067,inweb
207,5207,inweb
351,112950,innatedb
288,7203,intact
351,3047,innatedb
7013,7466,instruct|APID|biogrid|HINT-binary|intact|pina
207,10658,PhosphoSP|KinomeNetX
288,9479,bioplex
54536,84062,bioplex|HIPPIE
1814,10755,instruct|APID|biogrid|HINT-binary|inweb
351,51078,HIPPIE|HINT-complex
351,56924,HIPPIE|HINT-complex
2571,125115,biogrid|hiunion
815,2673,PhosphoSP|KinomeNetX
351,79590,HIPPIE|HINT-complex
351,55892,intact
1454,8863,inweb|HIPPIE
5090,7466,encode
351,23126,innatedb
157,7316,inweb
351,10966,innatedb
60,5027,HIPPIE
3084,84187,bioplex|HIPPIE
351,64097,innatedb
815,5886,inweb
815,9802,intact|hiunion
3630,3651,signalink
4644,22941,pina
207,10413,PhosphoSP|KinomeNetX
4535,51300,inweb
10611,125115,instruct|hiunion|APID|biogrid|HINT-binary|intact
3169,6755,encode
87,815,APID|HIPPIE|intact|mint|litbm17|inweb
351,7159,APID|intact|litbm17|inweb|pina
3630,84817,inweb|HIPPIE
6570,7277,bioplex
3697,7130,APID|inweb
84062,167838,instruct|hiunion|APID|biogrid|HIPPIE|HINT-binary|intact|bioplex
406,1407,instruct|qubic|APID|biogrid|HIPPIE|HINT-binary|litbm17|inweb|pina|HINT-complex
3576,6188,HINT-binary|innatedb|inweb
351,4137,instruct|APID|intact|HINT-complex
207,2175,PhosphoSP|instruct|APID|biogrid|HIPPIE|KinomeNetX|HINT-binary|litbm17|inweb|pina
624,23345,mint|intact
351,8645,HIPPIE|HINT-complex
207,2113,signalink|KinomeNetX
913,81562,bioplex
2060,6531,inweb
6869,55890,bioplex
2065,3084,instruct|HIPPIE|HINT-binary|litbm17|inweb|HINT-complex
351,79132,innatedb|HIPPIE|HINT-complex
3084,23592,bioplex|HIPPIE
11336,84062,bioplex|HIPPIE
351,58191,inweb
7536,10611,qubic
4223,4535,pina|APID|biogrid|inweb
207,80153,PhosphoSP|KinomeNetX
890,84062,instruct|APID|biogrid|HIPPIE|intact|pina
207,27429,PhosphoSP|KinomeNetX
351,509,innatedb|HIPPIE|HINT-complex
351,92129,innatedb
351,353513,innatedb|HIPPIE
351,3032,HIPPIE
5027,386681,instruct|hiunion|APID|biogrid|HINT-binary
5940,7054,hiunion
23774,24144,intact|hiunion
207,894,biogrid
207,999,mint|APID|intact
6197,7054,PhosphoSP|KinomeNetX
3084,5580,PhosphoSP
815,138046,intact|hiunion
207,331,PhosphoSP|instruct|APID|HIPPIE|KinomeNetX|intact|litbm17|inweb|HINT-complex
10611,64127,biogrid
351,2182,innatedb
8562,10611,bioplex
207,2268,KinomeNetX
2558,7316,inweb
351,4066,innatedb
3656,7099,signalink
667,84062,pina|APID|biogrid|instruct
351,7276,HINT-binary|HIPPIE|instruct
6869,92255,bioplex
351,22862,innatedb
2913,23426,pina|APID|litbm17|biogrid
5999,10664,encode
351,22803,intact
1958,6570,innatedb
2903,9229,pina
2556,10585,bioplex
351,6880,pina|APID|intact|litbm17
351,54014,innatedb
351,6205,innatedb|HIPPIE|HINT-complex
207,92610,PhosphoSP
2066,4582,HIPPIE
9572,9612,HINT-binary|inweb|HIPPIE|instruct
351,54478,innatedb|HIPPIE|HINT-complex
6616,23557,instruct|HIPPIE|HINT-binary|inweb|HINT-complex
351,83879,HIPPIE|HINT-complex
2185,2903,inweb|signalink|HIPPIE|HINT-complex
351,2597,innatedb|HIPPIE|HINT-complex
7099,54476,innatedb|APID|biogrid|inweb|pina
815,2316,PhosphoSP|KinomeNetX
815,23118,intact|hiunion
9572,118424,signalink
351,199221,HIPPIE|HINT-complex
2596,9294,bioplex
207,9623,HINT-binary|inweb|instruct
815,2869,KinomeNetX
2066,80895,mint|APID|intact|biogrid
2904,55914,inweb
274,351,innatedb
23390,81562,instruct|APID|biogrid|HINT-binary|intact|pina
3630,28638,interactome3d
1742,2066,instruct|APID|signalink|biogrid|HINT-binary|intact|mint|litbm17|inweb|HINT-complex
63915,84062,instruct|APID|biogrid|HIPPIE|intact|litbm17|inweb|bioplex|HINT-complex
2913,9463,APID|biogrid|litbm17|inweb|pina
2898,2900,HIPPIE
3630,10859,APID|intact
351,7345,innatedb|inweb|HIPPIE
207,112858,innatedb|PhosphoSP|KinomeNetX
7226,7226,interactome3d|instruct
9260,10611,bioplex
3091,22941,signalink
351,55862,innatedb
1785,22941,APID|biogrid|inweb
351,10714,innatedb|HIPPIE|HINT-complex
6869,23555,bioplex
351,6835,innatedb|HIPPIE|HINT-complex
351,23491,bioplex
207,11186,biogrid
207,1432,instruct|APID|biogrid|HIPPIE|HINT-binary|intact|litbm17|inweb|HINT-complex
207,4486,PhosphoSP|HIPPIE|KinomeNetX
207,285613,KinomeNetX
207,409,inweb|HINT-complex
6570,89978,bioplex
351,11269,innatedb
2771,3576,innatedb
351,79810,bioplex
1814,23413,inweb
4118,81562,intact|hiunion
3298,3613,bioplex|HIPPIE
351,3791,HIPPIE
164,55690,inweb
4540,4729,inweb|CoFrac
351,51473,innatedb
351,283748,innatedb
207,8850,inweb
207,5562,PhosphoSP
1814,2036,APID|biogrid|litbm17|inweb|pina
7022,22941,signalink
351,23259,innatedb
207,10248,KinomeNetX
207,26287,KinomeNetX
81562,284996,bioplex
351,4957,innatedb
112,1139,HIPPIE
351,2037,innatedb|HIPPIE|HINT-complex
351,1636,interactome3d|instruct
2066,6850,instruct|APID|mint|intact|pina
576,22941,pina|APID
421,9572,signalink
1129,6418,inweb
291,4250,bioplex
6671,8751,instruct|hiunion|APID|biogrid|HINT-binary|intact
351,219988,HIPPIE|HINT-complex
351,9759,innatedb|HIPPIE|HINT-complex
81562,158038,bioplex
2571,114569,APID|intact|biogrid|hiunion
6616,7316,inweb
207,11331,APID|litbm17|biogrid|inweb
9572,93436,signalink
22941,94134,hiunion
6531,29924,inweb
5407,6570,hiunion
351,55713,intact
2903,116444,inweb
351,6668,innatedb
351,56899,intact
814,7054,KinomeNetX
9572,389898,signalink
2556,90701,bioplex
351,29080,innatedb|HIPPIE|HINT-complex
6671,729250,instruct|hiunion|APID|HINT-binary|intact
207,79840,PhosphoSP
207,10576,PhosphoSP|KinomeNetX
207,4088,PhosphoSP|instruct|APID|signalink|KinomeNetX|intact|litbm17|inweb|HINT-complex
805,2596,HIPPIE
2898,5534,inweb
351,9570,innatedb
3836,9572,signalink
478,7316,inweb
351,10524,instruct|APID|biogrid|HIPPIE|HINT-binary|litbm17|inweb|pina|HINT-complex
5349,6570,hiunion
7054,9344,bioplex
7515,23774,qubic
2596,63978,signalink
10611,55830,qubic
351,55079,intact
5451,6671,instruct|hiunion|APID|biogrid|HINT-binary|intact
351,57505,bioplex
23265,84062,instruct|APID|biogrid|HIPPIE|litbm17|pina|bioplex
207,10188,inweb|HIPPIE|HINT-complex
4535,51295,inweb|bioplex|HIPPIE
2556,29979,pina|APID|biogrid|inweb
2902,10783,PhosphoSP|KinomeNetX
351,1901,inweb
815,9020,KinomeNetX
4163,23774,intact|hiunion
351,221711,innatedb
288,6326,inweb|HIPPIE
207,57099,KinomeNetX
5027,30008,intact|hiunion
2033,9572,encode
3084,10381,bioplex
815,4137,PhosphoSP|HIPPIE|KinomeNetX
351,30061,HINT-binary|inweb|HIPPIE
6869,84975,bioplex
81562,196527,bioplex
22941,140735,pina
351,152330,inweb
4000,23345,instruct|APID|HIPPIE|litbm17|inweb|HINT-complex
351,55803,innatedb
351,64857,innatedb|HIPPIE|HINT-complex
23506,84062,instruct|APID|biogrid|HIPPIE|intact|pina
3630,5597,instruct|APID|biogrid|mint|intact|pina
6869,64327,bioplex
351,146956,innatedb|bioplex|HIPPIE|HINT-complex
3084,81855,bioplex|HIPPIE
4159,5443,inweb
11143,23774,interactome3d|instruct|HIPPIE|HINT-binary|bioplex|HINT-complex
3613,81833,bioplex|HIPPIE
7054,113115,bioplex
207,5579,PhosphoSP|instruct|APID|biogrid|HIPPIE|KinomeNetX|HINT-binary|intact|mint
351,11098,innatedb
815,27033,intact|hiunion
4535,6869,bioplex
1457,55690,PhosphoSP|inweb|KinomeNetX
406,266743,pina|APID|biogrid|inweb
51375,84062,bioplex|HIPPIE
351,55303,innatedb|HIPPIE|HINT-complex
351,139067,innatedb
9729,84062,instruct|APID|biogrid|HIPPIE|intact|pina
207,673,PhosphoSP|instruct|APID|signalink|biogrid|HIPPIE|KinomeNetX|HINT-binary|intact|litbm17|inweb|HINT-complex
2571,5581,inweb
815,2739,PhosphoSP|KinomeNetX
5048,5142,inweb
240,815,PhosphoSP|KinomeNetX
351,29979,instruct|APID|biogrid|HIPPIE|HINT-binary|litbm17|inweb|pina
1814,406886,signalink
3630,3643,interactome3d|instruct|APID|signalink|HIPPIE|HINT-binary
351,79048,innatedb|HIPPIE|HINT-complex
6138,23774,qubic
1812,85406,instruct|APID|biogrid|HIPPIE|HINT-binary|litbm17|inweb
889,5999,inweb
351,64708,innatedb
351,84057,innatedb
7335,9572,signalink
5443,245972,intact|hiunion
1315,5999,HIPPIE
262,5443,bioplex
148,84628,mint|intact
6869,25844,bioplex
351,55168,innatedb|HIPPIE|HINT-complex
288,23043,intact
7054,148266,intact|hiunion
808,2913,APID
11339,84062,intact|hiunion
351,26146,innatedb|HIPPIE|HINT-complex
351,7517,qubic
207,5594,KinomeNetX
351,2923,inweb|HIPPIE|HINT-complex
351,57645,innatedb
351,135138,innatedb
3084,54919,bioplex|HIPPIE
351,26227,innatedb
351,10521,innatedb
87,2903,HIPPIE
3613,9039,instruct|hiunion|APID|biogrid|HINT-binary|intact
9246,9572,signalink
207,23527,KinomeNetX
6570,81573,bioplex
351,7040,instruct|APID|HIPPIE|HINT-binary|intact|litbm17|inweb|HINT-complex
551,5565,intact|hiunion
207,8099,KinomeNetX
351,126308,innatedb
351,7770,intact
2066,138639,mint|APID|intact|biogrid
207,4208,KinomeNetX
1408,8863,qubic|inweb|HIPPIE
207,6310,innatedb|PhosphoSP|HIPPIE|KinomeNetX
351,89953,innatedb|HIPPIE|HINT-complex
8968,23774,HIPPIE|HINT-complex
351,127540,HIPPIE|HINT-complex
3831,84062,bioplex|HIPPIE
6671,7716,intact|hiunion
351,6625,innatedb|HIPPIE|HINT-complex
3170,9572,encode
815,10273,KinomeNetX
815,7529,inweb
207,8031,instruct|APID|biogrid|KinomeNetX|intact|pina
6869,729857,bioplex
207,9463,instruct|APID|biogrid|HINT-binary|intact|mint
2898,5578,PhosphoSP
551,56898,bioplex
351,10767,innatedb
351,4851,inweb
351,7549,innatedb|HIPPIE|HINT-complex
4535,4724,inweb
2904,8825,inweb
2066,3872,signalink
351,10636,innatedb
351,5128,innatedb|HIPPIE|HINT-complex
551,7428,bioplex
2066,10013,APID|signalink|biogrid|intact|pina
1129,57165,mint|intact
23774,79832,inweb
6570,56935,hiunion
351,57018,innatedb
197,207,pina|APID|intact|instruct
3697,10452,qubic
351,9221,innatedb|HIPPIE|HINT-complex
5318,7099,signalink
351,84310,HIPPIE|HINT-complex
1742,3084,inweb
7099,51182,innatedb
3122,3630,interactome3d|instruct
291,5116,qubic
6095,654364,HIPPIE
479,6869,bioplex
6869,9737,innatedb
351,2237,innatedb
2066,79637,signalink
207,29110,innatedb|PhosphoSP|inweb|KinomeNetX
3084,80055,bioplex|HIPPIE
207,3611,PhosphoSP|HIPPIE|KinomeNetX|inweb|HINT-complex
351,159686,HIPPIE|HINT-complex
207,5747,PhosphoSP
10611,11117,bioplex
6570,84889,bioplex
207,6790,instruct|APID|biogrid|HIPPIE|HINT-binary|intact|mint
6570,6787,bioplex
815,4760,KinomeNetX
4535,4726,bioplex
207,3308,inweb
351,11325,innatedb
84062,259266,bioplex|HIPPIE
351,83478,innatedb
4729,51026,qubic
815,10971,inweb
5142,7316,inweb
351,140290,innatedb
351,83657,innatedb
351,10494,innatedb
2898,6714,PhosphoSP
351,29903,innatedb
801,2596,HIPPIE|biogrid
8863,11200,inweb
23774,116840,qubic
2903,4734,inweb
2033,6095,APID|biogrid|HIPPIE|litbm17|inweb
351,6206,innatedb
351,132851,HIPPIE|HINT-complex
2335,4729,instruct|APID|intact|litbm17|pina
351,11140,instruct|APID|biogrid|HINT-binary|intact
351,10467,intact
1621,5538,inweb|HIPPIE|HINT-complex
207,23035,HINT-binary|innatedb
7099,353376,instruct|innatedb|APID|biogrid|HIPPIE|HINT-binary|intact|litbm17|inweb|pina|HINT-complex
815,1716,bioplex|HIPPIE
7099,114790,innatedb
6671,51231,bioplex
6671,93986,instruct|hiunion|APID|biogrid|HIPPIE|HINT-binary|intact
207,1326,PhosphoSP|inweb|KinomeNetX
351,8650,instruct|APID|intact|litbm17|inweb|HINT-complex
5443,51020,intact|hiunion
4817,5428,bioplex
207,22985,PhosphoSP|KinomeNetX
84062,90410,instruct|hiunion|APID|biogrid|HIPPIE|HINT-binary|intact
207,6667,PhosphoSP
207,55323,PhosphoSP
351,7316,inweb|HINT-complex
4723,4729,interactome3d|HIPPIE|HINT-binary|inweb|CoFrac|HINT-complex
1814,5962,pina|APID|biogrid
3576,4322,innatedb
3084,84899,bioplex|HIPPIE
351,222171,innatedb
351,10458,innatedb
291,2590,CoFrac
351,1453,innatedb|HIPPIE|HINT-complex
4046,6095,innatedb
351,23133,HIPPIE|HINT-complex
351,23583,innatedb
8863,57534,qubic
291,3921,CoFrac
815,3767,PhosphoSP
351,89832,HINT-binary|inweb
1741,2066,instruct|APID|biogrid|HINT-binary|intact|mint|inweb|pina
207,158931,KinomeNetX
2648,7494,inweb
351,10992,HIPPIE|HINT-complex
207,1025,KinomeNetX
3123,3630,instruct
22913,160851,intact
3576,4317,innatedb
351,10123,innatedb
351,7107,intact
351,81890,bioplex
10611,79890,intact
351,5621,instruct|APID|HIPPIE|HINT-binary|intact|litbm17|inweb|HINT-complex
8354,23774,HIPPIE
207,6949,qubic
9572,55585,signalink
207,2099,PhosphoSP|signalink|inweb|KinomeNetX
7332,9572,signalink
351,1288,HIPPIE
4729,6840,CoFrac
5649,7804,inweb|HIPPIE|HINT-complex
4702,4729,inweb|bioplex|HIPPIE
4729,55177,qubic
9572,150709,signalink
6616,6811,inweb
7494,8939,pina|APID|biogrid|instruct
2066,10718,signalink
351,30968,innatedb|intact|HIPPIE
154,157,PhosphoSP
351,408,pina|inweb
207,5524,HINT-binary|inweb|HIPPIE
207,57761,APID|litbm17|biogrid|inweb
351,7042,instruct|APID|HIPPIE|HINT-binary|intact|litbm17|inweb
4535,4720,interactome3d|CoFrac
3084,55362,bioplex|HIPPIE
2066,2534,biogrid
207,8435,mint|APID|intact|instruct
351,22983,instruct|APID|biogrid|HINT-binary|intact
960,2066,inweb
207,350,instruct|APID|biogrid|intact|pina
6570,388588,hiunion
3119,3630,interactome3d
2066,142679,mint|APID|intact|biogrid
8357,23774,HIPPIE
7099,29110,signalink|inweb
351,7881,innatedb|HIPPIE|HINT-complex
6616,80725,APID|litbm17|biogrid|inweb
207,1147,PhosphoSP|instruct|innatedb|APID|signalink|HIPPIE|KinomeNetX|intact|litbm17|inweb|HINT-complex
207,26994,PhosphoSP|inweb|KinomeNetX
2904,5578,HIPPIE|KinomeNetX
351,9911,inweb|HIPPIE
207,7248,HIPPIE|biogrid|inweb
351,55178,innatedb|HIPPIE|HINT-complex
207,1501,innatedb
7334,9572,signalink
351,168374,intact|bioplex
351,11091,innatedb|HIPPIE|HINT-complex
207,7345,instruct|APID|biogrid|HIPPIE|HINT-binary|intact|mint|litbm17
1994,7099,innatedb
2898,5071,inweb
351,5921,innatedb
207,842,PhosphoSP|KinomeNetX
4153,7099,HINT-binary|innatedb|instruct
1812,22820,inweb
8874,22941,pina|APID|biogrid
351,1385,innatedb
1909,4535,bioplex|HIPPIE
351,10344,innatedb
5144,22941,pina|inweb
6869,29956,bioplex
351,633,inweb|HIPPIE
1958,3576,HINT-binary|innatedb
4729,7416,APID|intact
5443,7448,inweb
815,337974,intact|hiunion
8350,23774,HIPPIE
6095,11105,innatedb
6671,55885,instruct|hiunion|APID|biogrid|HINT-binary|intact
8863,55704,qubic
207,23396,PhosphoSP
2903,5978,signalink
6570,9482,hiunion
5027,79027,intact|hiunion
351,9053,bioplex
10141,160851,bioplex
2902,2902,instruct
351,10776,HINT-complex
207,1031,biogrid
8673,84062,bioplex|HIPPIE
288,4171,HIPPIE
9228,22941,APID|biogrid|inweb
9572,79637,signalink
4535,10161,bioplex|HIPPIE
351,5149,innatedb
351,23466,bioplex
2913,160622,pina|APID
351,353,innatedb
22941,55971,APID|intact
10345,81562,bioplex
351,11218,HIPPIE|HINT-complex
4535,374291,interactome3d|CoFrac
2902,406889,signalink
406,4862,instruct|hiunion|APID|biogrid|HIPPIE|HINT-binary|litbm17|inweb|bioplex|HINT-complex
207,3708,instruct|APID|biogrid|HIPPIE|intact|litbm17|inweb|HINT-complex
351,22826,innatedb|HINT-complex
3190,7054,hiunion
351,65997,innatedb
351,4831,bioplex
207,64400,inweb|HIPPIE
6570,121665,bioplex
10069,10611,bioplex|HIPPIE
2556,28972,bioplex
4729,93380,qubic
7099,9146,inweb
351,7178,innatedb
207,207,PhosphoSP|instruct|qubic|innatedb|biogrid|HINT-binary|insider
55653,84062,bioplex|HIPPIE
6531,81027,inweb
288,3150,intact
4535,79947,pina|APID|biogrid|inweb
9572,134111,signalink
5629,6095,instruct|innatedb|APID|biogrid|pina
3576,8290,innatedb
2623,22941,signalink
815,27341,bioplex|HIPPIE
4627,7099,innatedb
2066,25852,signalink
351,4914,intact
2902,4536,pina|inweb
1457,84152,inweb
815,28964,inweb
4758,7099,innatedb
207,4771,PhosphoSP|instruct|HIPPIE|biogrid|HINT-binary|inweb|HINT-complex
6616,23673,inweb
406,11091,APID|litbm17|biogrid
291,23786,inweb
5885,5999,encode
3084,493856,bioplex|HIPPIE
